GZ1_OBJID,DR10_RELEASE,DR10_BRICKID,DR10_OBJID,LABEL
587742903943364831,10000,429140,4201,CLOCKWISE
587742904474861706,10000,435955,5521,CLOCKWISE
587742904475123859,10000,435958,2343,ANTICLOCKWISE
587742904478400680,10000,433248,4692,CLOCKWISE
587742953324216405,10000,354147,2952,CLOCKWISE
587742953860628494,10000,357017,5320,CLOCKWISE
587742953860628596,10000,357018,2411,ANTICLOCKWISE
587742953860694030,10000,357018,2581,ANTICLOCKWISE
587742953860890787,10000,357020,4035,CLOCKWISE
587742953860890810,10000,357020,4275,CLOCKWISE
587742954934501592,10000,361327,2627,CLOCKWISE
587742954934567070,10000,361328,96,ANTICLOCKWISE
587742954934763621,10000,361329,2567,CLOCKWISE
587742956008701967,10000,367067,3244,CLOCKWISE
587742956276416671,10000,365628,527,ANTICLOCKWISE
587744637486957154,10000,386775,1383,ANTICLOCKWISE
587744637490364776,10000,403771,1863,CLOCKWISE
587744637490495806,10000,403772,3572,ANTICLOCKWISE
587744638024286700,10000,391035,6087,CLOCKWISE
587744638025335050,10000,396706,6756,CLOCKWISE
587744638028087624,10000,409392,3002,CLOCKWISE
587744638029004997,10000,413594,2648,CLOCKWISE
587744638561288828,10000,393870,746,CLOCKWISE
587744638561485497,10000,395287,1305,ANTICLOCKWISE
587744638561747501,10000,396702,4113,ANTICLOCKWISE
587744638562205743,10000,399529,1932,ANTICLOCKWISE
587744638562468689,10000,399531,4912,ANTICLOCKWISE
587744638563909998,10000,406578,616,CLOCKWISE
587744638564368638,10000,409386,970,CLOCKWISE
587744638565154835,10000,413587,3317,ANTICLOCKWISE
587744638565286200,10000,413589,812,CLOCKWISE
587744638565613704,10000,414987,1976,CLOCKWISE
587744727149576337,10000,413622,4915,CLOCKWISE
587744727150887165,10000,417814,6917,ANTICLOCKWISE
587744727151083746,10000,419208,241,CLOCKWISE
587744727151149251,10000,419208,4797,CLOCKWISE
587744727687364732,10000,417811,499,ANTICLOCKWISE
587744728222597252,10000,413615,5232,CLOCKWISE
587744728222597269,10000,413615,6216,ANTICLOCKWISE
587744728223908088,10000,419199,1022,CLOCKWISE
587744728223973538,10000,419199,3108,ANTICLOCKWISE
587744728760254541,10000,420583,934,CLOCKWISE
587744728760254706,10000,419193,5493,CLOCKWISE
587744728760385771,10000,420584,940,ANTICLOCKWISE
587744728760844452,10000,421975,1539,CLOCKWISE
587744728760844528,10000,421975,3434,CLOCKWISE
587744728761368815,10000,424748,2327,ANTICLOCKWISE
587744728761761827,10000,424751,6351,ANTICLOCKWISE
587744729297518768,10000,423358,2002,CLOCKWISE
587744729298239546,10000,426129,692,CLOCKWISE
587744729298239703,10000,426129,3965,ANTICLOCKWISE
587744729298501818,10000,427510,5223,ANTICLOCKWISE
587744766872912580,10000,371092,1294,CLOCKWISE
587744767141151252,10000,369658,2815,ANTICLOCKWISE
587744767678022247,10000,372519,1765,ANTICLOCKWISE
587744873711075935,10000,379671,532,ANTICLOCKWISE
587744873711206767,10000,381096,6345,CLOCKWISE
587744873713434936,10000,388227,1383,ANTICLOCKWISE
587744873714155884,10000,392488,2476,ANTICLOCKWISE
587744873715204441,10000,395328,6085,CLOCKWISE
587744874247684657,10000,381093,2094,ANTICLOCKWISE
587744874248733106,10000,385371,4304,CLOCKWISE
587744874249454033,10000,388219,4242,ANTICLOCKWISE
587744874250240260,10000,391063,1824,ANTICLOCKWISE
587744874251550863,10000,395323,4143,ANTICLOCKWISE
587744874251944271,10000,396740,3627,ANTICLOCKWISE
587744874254172166,10000,405212,4036,ANTICLOCKWISE
587744874254827695,10000,406622,5371,CLOCKWISE
587744874255679692,10000,409435,788,CLOCKWISE
587744874784621150,10000,382517,4093,CLOCKWISE
587744874786259294,10000,389637,2875,CLOCKWISE
587744874789077212,10000,400974,2739,ANTICLOCKWISE
587744874789732407,10000,402388,2736,CLOCKWISE
587744874790846698,10000,406614,7477,ANTICLOCKWISE
587744874792485012,10000,412231,100,ANTICLOCKWISE
587744875327258806,10000,406610,2431,ANTICLOCKWISE
587744875329355814,10000,413627,4080,CLOCKWISE
587745242558234737,10000,427588,3030,ANTICLOCKWISE
587745243081605208,10000,391073,3753,ANTICLOCKWISE
587745243083243807,10000,396749,8749,CLOCKWISE
587745243084292244,10000,400991,3821,ANTICLOCKWISE
587745243084882070,10000,403812,3046,CLOCKWISE
587745243085930593,10000,406630,4168,ANTICLOCKWISE
587745243087306911,10000,410846,1611,ANTICLOCKWISE
587745243087896733,10000,412249,3529,CLOCKWISE
587745243088552222,10000,415048,719,CLOCKWISE
587745243088814259,10000,415050,2190,ANTICLOCKWISE
587745243089010840,10000,416445,1777,ANTICLOCKWISE
587745243089600695,10000,416450,3081,CLOCKWISE
587745243090190430,10000,419238,4635,ANTICLOCKWISE
587745243092877438,10000,426188,4538,ANTICLOCKWISE
587745243093401687,10000,426193,1349,ANTICLOCKWISE
587745243094712437,10000,430339,4020,CLOCKWISE
587745243614347965,10000,378237,3908,CLOCKWISE
587745243614609841,10000,379666,1929,CLOCKWISE
587745243615199886,10000,381096,3297,ANTICLOCKWISE
587745243615265172,10000,381096,6224,CLOCKWISE
587745243620442450,10000,400984,6351,CLOCKWISE
587745243620442502,10000,400984,7781,ANTICLOCKWISE
587745243623588058,10000,410840,7600,ANTICLOCKWISE
587745243623915580,10000,412241,4238,CLOCKWISE
587745243624177806,10000,413641,1323,ANTICLOCKWISE
587745243627061288,10000,420627,4950,CLOCKWISE
587745243631714403,10000,431715,3982,CLOCKWISE
587745243632042091,10000,433091,4354,ANTICLOCKWISE
587745243632173109,10000,431720,802,ANTICLOCKWISE
587745243632369697,10000,433094,2888,ANTICLOCKWISE
587745244151481027,10000,381090,7068,ANTICLOCKWISE
587745244151939517,10000,382519,967,CLOCKWISE
587745244153315730,10000,388217,2494,CLOCKWISE
587745244154298432,10000,392480,2475,ANTICLOCKWISE
587745244154298722,10000,392480,3221,CLOCKWISE
587745244155347317,10000,396734,3673,ANTICLOCKWISE
587745244158689557,10000,408024,3764,ANTICLOCKWISE
587745244163866807,10000,423399,1118,CLOCKWISE
587745244164522158,10000,424788,3334,CLOCKWISE
587745244164653161,10000,424789,986,CLOCKWISE
587745244164915398,10000,424791,4725,ANTICLOCKWISE
587745244165046419,10000,426174,481,CLOCKWISE
587745244166422566,10000,428943,3715,CLOCKWISE
587745244168061065,10000,433083,2870,CLOCKWISE
587745244168192123,10000,433084,4392,CLOCKWISE
587745244690121226,10000,391053,4811,ANTICLOCKWISE
587745244691628067,10000,395315,2104,ANTICLOCKWISE
587745244692349212,10000,398147,480,ANTICLOCKWISE
587745244693004487,10000,400973,1438,ANTICLOCKWISE
587745244695494789,10000,409424,1467,CLOCKWISE
587745244695494929,10000,409424,1600,CLOCKWISE
587745244695757044,10000,410826,953,ANTICLOCKWISE
587745244696674489,10000,413629,2026,CLOCKWISE
587745244697657500,10000,417818,4958,ANTICLOCKWISE
587745244698574877,10000,419217,3003,CLOCKWISE
587745244699689120,10000,422004,936,ANTICLOCKWISE
587745244701130958,10000,426166,6034,CLOCKWISE
587745244701917284,10000,427552,5278,ANTICLOCKWISE
587745245234004199,10000,416421,4113,ANTICLOCKWISE
587745245234200674,10000,417815,1462,CLOCKWISE
587745245234266277,10000,417815,7469,ANTICLOCKWISE
587745245237018806,10000,426157,2777,ANTICLOCKWISE
587745245237608490,10000,427541,5078,CLOCKWISE
587745245241475208,10000,437187,4354,CLOCKWISE
587745401996771620,10000,385403,2738,CLOCKWISE
587745401998999808,10000,392519,1837,ANTICLOCKWISE
587745401999065132,10000,392519,3476,ANTICLOCKWISE
587745401999327495,10000,393937,5276,CLOCKWISE
587745401999982633,10000,395358,5402,CLOCKWISE
587745402001031487,10000,398193,5000,ANTICLOCKWISE
587745402001228013,10000,399606,3846,CLOCKWISE
587745402002473227,10000,402435,1463,ANTICLOCKWISE
587745402002866348,10000,403845,6006,CLOCKWISE
587745402003849364,10000,406663,3715,ANTICLOCKWISE
587745402004308158,10000,408070,5024,ANTICLOCKWISE
587745402004439248,10000,408072,2208,CLOCKWISE
587745402006011911,10000,410886,2414,CLOCKWISE
587745402006077596,10000,410887,1794,CLOCKWISE
587745402006143153,10000,410887,5146,ANTICLOCKWISE
587745402006274288,10000,410889,2411,CLOCKWISE
587745402006339847,10000,412287,4232,CLOCKWISE
587745402006864098,10000,412292,2307,ANTICLOCKWISE
587745402529972658,10000,375394,3716,CLOCKWISE
587745402530497126,10000,376827,5026,ANTICLOCKWISE
587745402532790631,10000,385395,2874,ANTICLOCKWISE
587745402533118229,10000,386819,2851,ANTICLOCKWISE
587745402535804962,10000,393934,283,ANTICLOCKWISE
587745402536460495,10000,396768,652,CLOCKWISE
587745402536919152,10000,398184,1848,ANTICLOCKWISE
587745402538033370,10000,401015,183,ANTICLOCKWISE
587745402539081971,10000,403839,3020,ANTICLOCKWISE
587745402539409612,10000,405247,3924,CLOCKWISE
587745402539933772,10000,406656,2723,CLOCKWISE
587745402541899817,10000,410877,2313,ANTICLOCKWISE
587745402542948365,10000,413682,264,ANTICLOCKWISE
587745402543407258,10000,413686,1033,ANTICLOCKWISE
587745402544259206,10000,416482,1003,CLOCKWISE
587745403066122924,10000,376815,6314,CLOCKWISE
587745403066384898,10000,376818,577,CLOCKWISE
587745403066515507,10000,378246,2296,CLOCKWISE
587745403066647050,10000,378247,4247,CLOCKWISE
587745403067564615,10000,381107,3442,ANTICLOCKWISE
587745403067826621,10000,382533,1601,ANTICLOCKWISE
587745403068809627,10000,385387,2519,ANTICLOCKWISE
587745403069006117,10000,385389,3546,ANTICLOCKWISE
587745403069661530,10000,388236,3792,CLOCKWISE
587745403069727133,10000,388237,1429,ANTICLOCKWISE
587745403070775649,10000,391083,4266,ANTICLOCKWISE
587745403071627558,10000,393924,2203,ANTICLOCKWISE
587745403073397052,10000,399592,1682,ANTICLOCKWISE
587745403073462489,10000,399592,2482,CLOCKWISE
587745403073921072,10000,401005,4717,CLOCKWISE
587745403074314417,10000,402417,1048,ANTICLOCKWISE
587745403076018368,10000,406649,453,ANTICLOCKWISE
587745403076018386,10000,406649,533,CLOCKWISE
587745403076804756,10000,408059,1103,CLOCKWISE
587745403077722220,10000,410868,526,CLOCKWISE
587745403077853323,10000,410868,5472,ANTICLOCKWISE
587745403077918845,10000,410869,3076,CLOCKWISE
587745403078770935,10000,413672,2856,CLOCKWISE
587745403078770957,10000,412275,3099,CLOCKWISE
587745403078967496,10000,413674,2104,CLOCKWISE
587745403604435560,10000,383954,586,CLOCKWISE
587745403605877126,10000,386810,195,CLOCKWISE
587745403606532248,10000,391073,2048,ANTICLOCKWISE
587745403606598107,10000,389656,318,CLOCKWISE
587745403607122227,10000,392495,5176,ANTICLOCKWISE
587745403609153771,10000,399581,4799,ANTICLOCKWISE
587745403609481545,10000,399584,6177,CLOCKWISE
587745403609481563,10000,399584,5403,ANTICLOCKWISE
587745403610988709,10000,403822,530,ANTICLOCKWISE
587745403612299473,10000,408046,4426,ANTICLOCKWISE
587745403614396620,10000,412264,549,CLOCKWISE
587745403614920881,10000,415060,3070,ANTICLOCKWISE
587745403615314082,10000,415064,1477,CLOCKWISE
587745403617149107,10000,419257,1670,ANTICLOCKWISE
587745403618001128,10000,420654,2524,ANTICLOCKWISE
587745404150939843,10000,415052,4862,CLOCKWISE
587745404152840232,10000,419246,528,ANTICLOCKWISE
587745404153823376,10000,420644,720,CLOCKWISE
587745404154282160,10000,420648,2861,CLOCKWISE
587745538901803205,10000,395358,2940,CLOCKWISE
587745538906652834,10000,406671,5568,ANTICLOCKWISE
587745538907701263,10000,408084,2283,CLOCKWISE
587745538908291246,10000,410890,1752,CLOCKWISE
587745538908618954,10000,410893,1057,ANTICLOCKWISE
587745538909798498,10000,413699,1736,ANTICLOCKWISE
587745538911305892,10000,416501,591,ANTICLOCKWISE
587745538911633492,10000,416503,4140,CLOCKWISE
587745539430613609,10000,371094,3358,ANTICLOCKWISE
587745539431858748,10000,375394,5379,CLOCKWISE
587745539433628062,10000,381116,5241,CLOCKWISE
587745539435987088,10000,388248,3907,CLOCKWISE
587745539436839140,10000,391093,1294,CLOCKWISE
587745539438412089,10000,396769,209,CLOCKWISE
587745539438608570,10000,396770,3942,CLOCKWISE
587745539439722784,10000,399604,422,ANTICLOCKWISE
587745539440312565,10000,401018,3016,ANTICLOCKWISE
587745539440509118,10000,402428,1902,ANTICLOCKWISE
587745539442999492,10000,408070,1425,ANTICLOCKWISE
587745539443130508,10000,408071,1245,ANTICLOCKWISE
587745539443196069,10000,408071,5348,CLOCKWISE
587745539443458197,10000,408074,1163,ANTICLOCKWISE
587745539444375658,10000,410882,5342,ANTICLOCKWISE
587745539445031075,10000,412286,2953,ANTICLOCKWISE
587745539445817584,10000,413691,1515,ANTICLOCKWISE
587745539446472858,10000,416485,92,ANTICLOCKWISE
587745539446800396,10000,416487,5497,CLOCKWISE
587745539448111366,10000,417892,667,CLOCKWISE
587745539967877918,10000,375386,5733,CLOCKWISE
587745539968729747,10000,376822,4470,CLOCKWISE
587745539969909109,10000,381111,887,CLOCKWISE
587745539970302374,10000,382538,4972,ANTICLOCKWISE
587745539970302391,10000,382538,6092,ANTICLOCKWISE
587745539971219899,10000,385392,1920,CLOCKWISE
587745539971285381,10000,385392,5912,ANTICLOCKWISE
587745539971481899,10000,386815,3932,ANTICLOCKWISE
587745539975217364,10000,398179,8449,CLOCKWISE
587745539975413965,10000,399593,327,ANTICLOCKWISE
587745539976724678,10000,402421,4406,ANTICLOCKWISE
587745539977445594,10000,405240,5086,ANTICLOCKWISE
587745539977576519,10000,403836,4647,ANTICLOCKWISE
587745539977773290,10000,405243,5039,ANTICLOCKWISE
587745539978559721,10000,406654,5365,CLOCKWISE
587745539979083778,10000,408062,2979,ANTICLOCKWISE
587745539979608297,10000,409468,4944,ANTICLOCKWISE
587745539979739320,10000,410868,4746,ANTICLOCKWISE
587745539980132507,10000,410872,3204,CLOCKWISE
587745539981181021,10000,412280,579,ANTICLOCKWISE
587745539981901980,10000,415078,3713,CLOCKWISE
587745539982819513,10000,416480,1299,ANTICLOCKWISE
587745539983671583,10000,417880,777,CLOCKWISE
587745539983868040,10000,417881,4136,ANTICLOCKWISE
587745539984326822,10000,419277,1604,CLOCKWISE
587745539984589014,10000,419279,3287,CLOCKWISE
587745539985113279,10000,420673,3329,CLOCKWISE
587745539985375346,10000,422062,3260,ANTICLOCKWISE
587745540505862529,10000,379677,2128,ANTICLOCKWISE
587745540507042289,10000,383960,4527,CLOCKWISE
587745540507107737,10000,383960,6228,CLOCKWISE
587745540510974256,10000,396757,8893,ANTICLOCKWISE
587745540511105280,10000,398170,7279,ANTICLOCKWISE
587745540512678087,10000,401005,2391,ANTICLOCKWISE
587745540512678098,10000,401005,2811,CLOCKWISE
587745540512743817,10000,402414,939,CLOCKWISE
587745540513399025,10000,403827,1850,CLOCKWISE
587745540514382105,10000,406645,2324,CLOCKWISE
587745540514840702,10000,408052,1068,CLOCKWISE
587745540517724349,10000,415069,484,ANTICLOCKWISE
587745540517789818,10000,415069,3384,CLOCKWISE
587745540517855458,10000,415070,2818,ANTICLOCKWISE
587745540519755931,10000,419263,2981,CLOCKWISE
587745540519755959,10000,419263,4092,ANTICLOCKWISE
587745540519821444,10000,419264,972,CLOCKWISE
587745540520018137,10000,419266,1255,CLOCKWISE
587745540520280226,10000,420657,2881,ANTICLOCKWISE
587745540520345878,10000,420658,3088,CLOCKWISE
587745540521787610,10000,423443,2617,ANTICLOCKWISE
587745541046337950,10000,393915,4296,ANTICLOCKWISE
587745541048500497,10000,400995,7196,ANTICLOCKWISE
587745541050138808,10000,406634,3545,CLOCKWISE
587745541050400960,10000,408040,2019,CLOCKWISE
587745541051253009,10000,409449,393,CLOCKWISE
587745541052956808,10000,413658,6075,ANTICLOCKWISE
587745541053677859,10000,415060,4376,ANTICLOCKWISE
587745541054464163,10000,416460,4682,CLOCKWISE
587745541054922880,10000,417856,3637,CLOCKWISE
587745541056168103,10000,420648,3424,CLOCKWISE
587745541056495682,10000,422038,1357,CLOCKWISE
587745541057806478,10000,424818,4339,ANTICLOCKWISE
587745541058003036,10000,423437,604,ANTICLOCKWISE
587745541058199726,10000,424822,2254,ANTICLOCKWISE
587745541058396346,10000,424824,866,CLOCKWISE
587745968928260109,10000,436144,5112,CLOCKWISE
587745968928391434,10000,434777,1755,CLOCKWISE
587745968929636735,10000,427915,1032,CLOCKWISE
587745969466507712,10000,429293,5180,CLOCKWISE
587745970003182036,10000,433417,485,CLOCKWISE
587745970003509555,10000,430672,1027,ANTICLOCKWISE
587745970003575155,10000,430672,4362,ANTICLOCKWISE
587745970003575300,10000,430673,110,CLOCKWISE
587745970538152240,10000,445666,621,ANTICLOCKWISE
587745970539463052,10000,438883,4382,CLOCKWISE
587745970539856235,10000,436155,689,ANTICLOCKWISE
587746208909885451,10000,379836,4444,CLOCKWISE
587746209446625387,10000,381260,2990,ANTICLOCKWISE
587746209446625388,10000,381260,3120,CLOCKWISE
587746209446690961,10000,381261,688,CLOCKWISE
587746209714929740,10000,381259,3611,ANTICLOCKWISE
587746209983692832,10000,384109,2100,CLOCKWISE
587746209983692833,10000,384109,2022,CLOCKWISE
587746209983693000,10000,384109,3350,ANTICLOCKWISE
587746209984020608,10000,384112,1628,CLOCKWISE
587746209984020671,10000,384112,3142,CLOCKWISE
587746210521088081,10000,386957,1551,ANTICLOCKWISE
587746210788671665,10000,385528,3557,ANTICLOCKWISE
588010357997633673,10000,348232,1532,CLOCKWISE
588010357997895754,10000,348234,1954,CLOCKWISE
588010357998026859,10000,348235,2631,CLOCKWISE
588010357998616858,10000,349680,688,CLOCKWISE
588010357999403156,10000,349687,11094,ANTICLOCKWISE
588010358000648357,10000,349698,4628,ANTICLOCKWISE
588010358001107101,10000,349703,651,ANTICLOCKWISE
588010358001631500,10000,351146,372,ANTICLOCKWISE
588010358003335305,10000,352599,2404,ANTICLOCKWISE
588010358003925244,10000,351166,6985,CLOCKWISE
588010358004187348,10000,351169,2616,CLOCKWISE
588010358004711622,10000,352612,362,CLOCKWISE
588010358005039208,10000,352615,528,CLOCKWISE
588010358005563556,10000,352619,5310,ANTICLOCKWISE
588010358007267523,10000,352635,2528,ANTICLOCKWISE
588010358008119398,10000,352642,7366,CLOCKWISE
588010358009495765,10000,354093,4339,CLOCKWISE
588010358009495793,10000,354093,5306,CLOCKWISE
588010358010019957,10000,354098,2529,ANTICLOCKWISE
588010358011003046,10000,354107,1238,ANTICLOCKWISE
588010358011527392,10000,354112,109,CLOCKWISE
588010358011658407,10000,354113,3673,CLOCKWISE
588010358012117161,10000,354117,3949,CLOCKWISE
588010358012510546,10000,354121,2739,CLOCKWISE
588010358013034656,10000,354126,839,ANTICLOCKWISE
588010358013493310,10000,354130,585,CLOCKWISE
588010358013755609,10000,354132,2029,ANTICLOCKWISE
588010358014476410,10000,355577,966,ANTICLOCKWISE
588010358524478242,10000,342380,4221,CLOCKWISE
588010358524805860,10000,340943,4663,CLOCKWISE
588010358525002578,10000,342385,3724,CLOCKWISE
588010358525395559,10000,342389,582,CLOCKWISE
588010358525460964,10000,342389,2406,CLOCKWISE
588010358526312831,10000,343837,301,CLOCKWISE
588010358526706202,10000,343840,3996,ANTICLOCKWISE
588010358527033391,10000,343843,5867,CLOCKWISE
588010358527361255,10000,345287,783,ANTICLOCKWISE
588010358529261614,10000,345303,9449,CLOCKWISE
588010358529720551,10000,345308,2294,ANTICLOCKWISE
588010358530441483,10000,346754,6817,ANTICLOCKWISE
588010358532341965,10000,349651,3436,CLOCKWISE
588010358535880926,10000,351121,16962,ANTICLOCKWISE
588010358536405188,10000,351126,10678,ANTICLOCKWISE
588010358536732714,10000,352567,5798,CLOCKWISE
588010358536798355,10000,352568,5792,ANTICLOCKWISE
588010358536798473,10000,351130,5404,ANTICLOCKWISE
588010358538633456,10000,354023,1051,ANTICLOCKWISE
588010358539157716,10000,352589,5113,ANTICLOCKWISE
588010358539223180,10000,354028,327,CLOCKWISE
588010358539354256,10000,352591,1678,ANTICLOCKWISE
588010358539354393,10000,354029,4317,ANTICLOCKWISE
588010358539485372,10000,352592,3196,ANTICLOCKWISE
588010358540468366,10000,354039,5715,ANTICLOCKWISE
588010358540665057,10000,354041,5001,CLOCKWISE
588010358540730555,10000,354042,2449,CLOCKWISE
588010358541648071,10000,354050,1849,CLOCKWISE
588010358542041244,10000,355492,664,CLOCKWISE
588010358542303409,10000,354056,3715,ANTICLOCKWISE
588010358542827846,10000,355499,1841,ANTICLOCKWISE
588010358542958739,10000,355500,2155,ANTICLOCKWISE
588010358543351861,10000,355503,5184,ANTICLOCKWISE
588010358543745168,10000,355507,2792,ANTICLOCKWISE
588010358544728699,10000,355516,5236,ANTICLOCKWISE
588010358544924878,10000,355518,3290,ANTICLOCKWISE
588010358545645646,10000,355524,6989,ANTICLOCKWISE
588010358546169982,10000,355529,3044,CLOCKWISE
588010358547153122,10000,356975,3882,ANTICLOCKWISE
588010358547284137,10000,356977,272,CLOCKWISE
588010358548201560,10000,355548,1267,CLOCKWISE
588010358548463749,10000,356987,3715,ANTICLOCKWISE
588010358548463778,10000,355550,4662,ANTICLOCKWISE
588010358548922558,10000,356991,5412,ANTICLOCKWISE
588010358550495342,10000,357006,788,CLOCKWISE
588010358550626501,10000,357007,2886,CLOCKWISE
588010358550692006,10000,357008,2337,ANTICLOCKWISE
588010358551085220,10000,357011,6291,ANTICLOCKWISE
588010359061283547,10000,343819,5013,ANTICLOCKWISE
588010359061610751,10000,343822,4954,ANTICLOCKWISE
588010359061676616,10000,343823,2533,CLOCKWISE
588010359061807385,10000,345264,3895,ANTICLOCKWISE
588010359062593633,10000,345271,4594,ANTICLOCKWISE
588010359062855987,10000,345274,2477,ANTICLOCKWISE
588010359063642646,10000,346721,4961,CLOCKWISE
588010359066067147,10000,348183,3140,CLOCKWISE
588010359067705685,10000,349637,6139,CLOCKWISE
588010359067771175,10000,349638,2158,ANTICLOCKWISE
588010359068033083,10000,349640,4429,ANTICLOCKWISE
588010359068426346,10000,351082,2696,ANTICLOCKWISE
588010359068819826,10000,351085,5765,ANTICLOCKWISE
588010359070392592,10000,352538,693,ANTICLOCKWISE
588010359072293012,10000,353993,10479,ANTICLOCKWISE
588010359073145079,10000,354001,2420,ANTICLOCKWISE
588010359073341610,10000,354003,3713,CLOCKWISE
588010359073997029,10000,355447,955,CLOCKWISE
588010359074914478,10000,355455,3634,CLOCKWISE
588010359076290826,10000,356905,447,ANTICLOCKWISE
588010359076552838,10000,355470,1036,CLOCKWISE
588010359076749393,10000,355472,2458,ANTICLOCKWISE
588010359076815005,10000,355472,3998,ANTICLOCKWISE
588010359078060157,10000,356921,1169,ANTICLOCKWISE
588010359079764104,10000,356936,4389,CLOCKWISE
588010359080943817,10000,356947,3292,ANTICLOCKWISE
588010359081533579,10000,358388,3585,ANTICLOCKWISE
588010359081599168,10000,358389,3892,CLOCKWISE
588010359083630706,10000,358408,817,ANTICLOCKWISE
588010359084286102,10000,358414,634,ANTICLOCKWISE
588010359085007041,10000,358421,280,ANTICLOCKWISE
588010359085793290,10000,359863,4507,ANTICLOCKWISE
588010359085793406,10000,358427,5504,CLOCKWISE
588010359086055611,10000,358430,2289,CLOCKWISE
588010359087235164,10000,359876,5388,ANTICLOCKWISE
588010359088152771,10000,359885,3351,ANTICLOCKWISE
588010359599268374,10000,346709,4902,ANTICLOCKWISE
588010359599464945,10000,348151,5125,ANTICLOCKWISE
588010359599530494,10000,346712,2974,ANTICLOCKWISE
588010359599727078,10000,348154,1309,ANTICLOCKWISE
588010359599989295,10000,348156,2551,ANTICLOCKWISE
588010359601037635,10000,349604,8302,CLOCKWISE
588010359602872680,10000,351059,7524,CLOCKWISE
588010359602937968,10000,351060,5143,ANTICLOCKWISE
588010359602938138,10000,351060,5645,ANTICLOCKWISE
588010359605887231,10000,353963,2004,CLOCKWISE
588010359606214944,10000,352528,5240,CLOCKWISE
588010359607394422,10000,353977,523,ANTICLOCKWISE
588010359607525577,10000,355416,2186,ANTICLOCKWISE
588010359608836263,10000,355428,1044,ANTICLOCKWISE
588010359609163928,10000,355431,2904,CLOCKWISE
588010359609163998,10000,355431,5173,CLOCKWISE
588010359609491553,10000,355434,6792,CLOCKWISE
588010359609622683,10000,355435,10015,ANTICLOCKWISE
588010359609622695,10000,355435,10817,CLOCKWISE
588010359613292742,10000,358342,2508,CLOCKWISE
588010359613489320,10000,358344,1449,CLOCKWISE
588010359613554900,10000,358344,4818,CLOCKWISE
588010359613685944,10000,358345,2829,ANTICLOCKWISE
588010359613882514,10000,358347,2201,ANTICLOCKWISE
588010359614799992,10000,359791,5674,CLOCKWISE
588010359616438494,10000,359806,4418,CLOCKWISE
588010359616897170,10000,359811,1467,CLOCKWISE
588010359618011313,10000,361257,1237,ANTICLOCKWISE
588010359618011353,10000,361257,1765,CLOCKWISE
588010359618273343,10000,359823,3410,CLOCKWISE
588010359618273346,10000,359823,3404,CLOCKWISE
588010359620108517,10000,361276,3650,ANTICLOCKWISE
588010359620436109,10000,361279,3358,ANTICLOCKWISE
588010359621026040,10000,361285,1489,CLOCKWISE
588010359621550326,10000,361289,4459,ANTICLOCKWISE
588010359621550342,10000,361289,4907,ANTICLOCKWISE
588010359622860916,10000,361301,2669,ANTICLOCKWISE
588010359623123083,10000,361304,271,CLOCKWISE
588010359624695892,10000,362753,2745,ANTICLOCKWISE
588010359625220209,10000,362758,5598,ANTICLOCKWISE
588010359625285935,10000,361324,2118,CLOCKWISE
588010360138629389,10000,352487,6617,CLOCKWISE
588010360143216749,10000,355405,4185,ANTICLOCKWISE
588010360144986119,10000,358294,4468,ANTICLOCKWISE
588010360145969408,10000,358304,3334,ANTICLOCKWISE
588010360148590788,10000,359764,997,CLOCKWISE
588010360150032526,10000,359777,432,ANTICLOCKWISE
588010360151343256,10000,361224,6305,CLOCKWISE
588010360152260860,10000,362668,3551,ANTICLOCKWISE
588010360152522912,10000,361235,6786,ANTICLOCKWISE
588010360152981668,10000,362675,800,ANTICLOCKWISE
588010360155275520,10000,362696,1062,CLOCKWISE
588010360155406479,10000,362697,555,ANTICLOCKWISE
588010360155930763,10000,364136,1201,ANTICLOCKWISE
588010360156651685,10000,364142,3836,CLOCKWISE
588010360158027993,10000,364155,2066,ANTICLOCKWISE
588010360158159067,10000,364156,2781,ANTICLOCKWISE
588010360158421216,10000,364159,37,ANTICLOCKWISE
588010360158945395,10000,364163,1656,ANTICLOCKWISE
588010360159207586,10000,362731,3905,CLOCKWISE
588010360159207589,10000,364165,4377,CLOCKWISE
588010360162025629,10000,364191,7883,ANTICLOCKWISE
588010360689131780,10000,364102,3580,ANTICLOCKWISE
588010360694964375,10000,365589,5243,ANTICLOCKWISE
588010360695029968,10000,367023,4076,CLOCKWISE
588010360695816357,10000,365597,2281,CLOCKWISE
588010360696537193,10000,365604,643,CLOCKWISE
588010360698896515,10000,367058,9074,ANTICLOCKWISE
588010877680877648,10000,352641,7700,ANTICLOCKWISE
588010877686186088,10000,354128,3955,CLOCKWISE
588010877687759015,10000,354142,11222,ANTICLOCKWISE
588010877688021123,10000,354145,3173,CLOCKWISE
588010877688479893,10000,352711,4791,CLOCKWISE
588010877689331805,10000,352719,2521,CLOCKWISE
588010877692412107,10000,352747,3454,ANTICLOCKWISE
588010877693001934,10000,352752,4262,ANTICLOCKWISE
588010877694443662,10000,352765,9031,ANTICLOCKWISE
588010877696475253,10000,351346,2591,CLOCKWISE
588010878218928262,10000,355529,289,ANTICLOCKWISE
588010878218993797,10000,355529,3423,CLOCKWISE
588010878219714651,10000,354097,5721,ANTICLOCKWISE
588010878220107923,10000,355539,4936,CLOCKWISE
588010878220959972,10000,355547,3330,CLOCKWISE
